1,6.5,5.0,6.5,5.0,6.5,5.0,0,RMSE,2.3399471798922016
2,7.5,6.3,6.955221250779804,4.736096558131823,7.5,6.3,0,MAE,1.8367606417603306
3,8.2,7.0,7.417889376070467,4.345710092819918,8.2,7.0,0,RMSE_Dirty,3.1479093591355736
4,7.0,14.0,9.0,8.5,9.0,8.5,1,MAE_Dirty,2.7866666666666666
5,8.8,15.0,9.8,8.7,9.8,8.7,1
6,9.5,14.5,10.4,9.6,10.4,9.6,1
7,10.0,14.4,11.192018309228082,9.459156053991032,11.0,10.8,0
8,11.0,14.4,12.009658681576393,9.154233145873159,11.8,11.5,0
9,12.5,14.5,12.847402564098463,8.65186707004835,13.0,11.5,0
10,13.0,14.0,13.698186260122597,7.913796315559848,13.8,11.5,0
11,14.9,13.0,14.553145145386209,6.896272522664775,14.6,11.0,0
12,16.0,12.5,15.401324341538318,5.549412242639319,15.2,10.5,0
13,16.5,11.0,16.5,10.0,16.5,10.0,1
14,17.5,9.0,17.548434195281725,8.856579020916161,17.5,9.0,0
15,19.0,6.0,18.592707224100636,7.327648941983004,19.0,6.0,0
