2,19.5572,39.0763
4,19.2632,39.7217
6,19.028,40.4328
7,18.9496,40.3652
9,18.832,40.7368
10,18.783,41.0404
13,18.6752,41.2425
14,18.6556,41.3098
15,18.636,41.3098
16,18.6262,41.7133
17,18.6066,41.5116
18,18.587,41.5453
19,18.5674,41.5789
20,18.5478,41.5789
21,18.538,41.5789
24,18.5184,41.4108
27,18.4988,41.5116
28,18.5184,41.7805
29,18.5184,41.9147
30,18.5184,41.7805
33,18.587,42.2165
34,18.5674,41.5453
35,18.5576,41.7805
36,18.5478,41.5116
37,18.5184,41.5789
38,18.5184,41.5453
40,18.4792,41.5116
41,18.4596,41.5116
42,18.4498,41.5116
43,18.44,41.4444
44,18.44,41.2425
46,18.4302,41.2761
47,18.44,41.3098
50,18.4106,41.3771
51,18.4008,41.4444
53,18.4106,41.5116
55,18.4008,41.3771
56,18.391,41.4108
57,18.4008,41.4108
59,18.3812,41.5116
60,18.3812,41.3771
61,18.3714,41.6797
62,18.3812,41.4444
63,18.3812,41.5116
65,18.3812,41.5789
66,18.3714,41.6125
67,18.3812,41.5789
69,18.3812,41.5789
71,18.3812,41.5789
72,18.3714,41.5116
73,18.3714,41.478
75,18.3616,41.5116
76,18.342,41.5116
77,18.342,41.4444
79,18.342,41.4444
81,18.3224,41.3435
82,18.3322,41.3771
83,18.3028,41.3771
84,18.3028,41.4108
85,18.3028,41.3435
88,18.293,41.3771
89,18.2832,41.3771
90,18.2832,41.3771
91,18.293,41.3771
92,18.2832,41.4108
93,18.2734,41.4444
95,18.2832,41.4108
98,18.2832,41.5116
99,18.293,41.5116
101,18.293,41.5116
104,18.293,41.5453
105,18.3028,41.5116
106,18.293,41.5116
107,18.2832,41.5789
108,18.3028,41.4444
109,18.3028,41.5116
111,18.3028,41.5116
112,18.2832,41.5116
113,18.2636,41.5789
115,18.2734,41.4444
116,18.2636,41.4444
118,18.2636,41.478
119,18.2538,41.4444
120,18.244,41.4444
121,18.2538,41.4444
122,18.244,41.3771
123,18.2636,41.3771
124,18.244,41.3098
125,18.2538,41.3771
126,18.244,41.3435
127,18.2342,41.3098
128,18.2342,41.3098
129,18.2244,41.3435
130,18.2244,41.3435
131,18.2146,41.3098
132,18.2048,41.3771
133,18.2146,41.4444
134,18.2146,41.3771
135,18.2048,41.4108
136,18.2048,41.5453
137,18.2048,41.478
138,18.2244,41.478
139,18.2146,41.4444
140,18.2146,41.4108
141,18.2048,41.5116
142,18.195,41.6461
143,18.2048,41.5116
144,18.195,41.5789
145,18.195,41.5116
146,18.195,41.478
147,18.195,41.5789
149,18.2048,41.5116
151,18.1852,41.5116
153,18.1852,41.5116
155,18.1852,41.4444
156,18.1852,41.4444
157,18.1656,41.4444
158,18.1656,41.4444
159,18.1852,41.4444
160,18.1558,41.3771
161,18.1558,41.3771
162,18.1558,41.3771
163,18.146,41.3771
164,18.1362,41.3771
166,18.1362,41.3098
169,18.1166,41.3098
170,18.1068,41.3771
171,18.0872,41.3098
172,18.0774,41.3098
173,18.0872,41.3771
174,18.0872,41.3435
175,18.0872,41.478
176,18.0872,41.3771
177,18.0676,41.4108
179,18.0676,41.5116
180,18.0774,41.4108
181,18.0872,41.4444
182,18.0872,41.5116
183,18.0774,41.7133
184,18.0774,41.5116
185,18.097,41.5116
188,18.0676,41.4108
189,18.0676,41.4444
190,18.0774,41.5789
192,18.0872,41.5116
193,18.0676,41.5116
194,18.0774,41.4444
196,18.0676,41.4444
197,18.0676,41.3771
199,18.0676,41.3771
200,18.0578,41.3771
201,18.048,41.3771
202,18.0284,41.3771
203,18.0186,41.3435
205,18.0186,41.3435
206,18.0088,41.3435
207,18.0088,41.3771
208,17.999,41.3098
210,17.9892,41.3435
212,17.9892,41.3098
213,17.9794,41.3435
214,17.9696,41.3098
215,17.9696,41.4444
216,17.9598,41.4444
217,17.95,41.4108
218,17.95,41.3098
219,17.9598,41.6461
220,17.95,41.5116
223,17.95,41.5789
224,17.95,41.6125
227,17.9598,41.5789
228,17.95,41.5116
230,17.9598,41.5116
231,17.9696,41.4444
232,17.9598,41.5453
233,17.9598,41.5116
234,17.9696,41.4444
235,17.9598,41.5116
236,17.95,41.4108
237,17.9598,41.3771
238,17.95,41.4444
239,17.95,41.3771
240,17.9304,41.4444
241,17.9304,41.4444
242,17.9206,41.4444
243,17.9304,41.4444
244,17.9108,41.3771
245,17.9304,41.4108
246,17.9206,41.4444
247,17.9206,41.3771
248,17.9108,41.3771
250,17.901,41.3098
251,17.8912,41.3771
252,17.8912,41.3771
253,17.901,41.3771
254,17.8912,41.5116
256,17.8618,41.5789
257,17.8716,41.4444
259,17.8716,41.5789
260,17.8912,41.5116
262,17.8814,41.5789
263,17.8716,41.5116
264,17.8618,41.5789
267,17.852,41.6461
268,17.852,41.5116
269,17.852,41.5789
271,17.8716,41.5789
272,17.8716,41.5116
273,17.8618,41.5116
275,17.852,41.5116
276,17.8716,41.5116
277,17.8716,41.478
278,17.8618,41.478
279,17.8618,41.478
280,17.852,41.478
281,17.8618,41.4108
282,17.8324,41.4108
283,17.8324,41.478
284,17.8324,41.4108
288,17.8128,41.4444
289,17.803,41.4444
290,17.8128,41.4444
293,17.7932,41.478
294,17.7834,41.478
295,17.7932,41.5116
296,17.7932,41.5453
298,17.7932,41.5116
300,17.7736,41.5116
302,17.7736,41.5789
304,17.7834,41.5116
305,17.7736,41.5789
306,17.7736,41.6461
307,17.754,41.5789
308,17.754,41.5789
309,17.754,41.6125
310,17.754,41.5789
311,17.754,41.5789
312,17.754,41.6461
314,17.754,41.6125
315,17.7638,41.5116
317,17.7442,41.5789
318,17.7344,41.5789
319,17.7442,41.5789
320,17.754,41.5453
321,17.754,41.5116
323,17.7344,41.5116
325,17.7344,41.5789
327,17.7246,41.4444
328,17.7246,41.5116
330,17.7148,41.5116
331,17.705,41.5116
332,17.7148,41.5116
333,17.705,41.6125
334,17.705,41.5116
335,17.6952,41.5116
336,17.6854,41.5116
338,17.6756,41.6461
339,17.6756,41.5789
340,17.6756,41.7133
343,17.6658,41.6461
345,17.656,41.7133
347,17.656,41.6797
348,17.6756,41.7133
349,17.6658,41.6797
352,17.6658,41.6797
353,17.656,41.6797
354,17.656,41.6461
355,17.6462,41.7133
356,17.656,41.6461
357,17.6462,41.6461
358,17.6364,41.6461
359,17.6364,41.6461
360,17.6462,41.5789
363,17.6364,41.5453
365,17.6168,41.5789
366,17.6168,41.5116
367,17.6168,41.5789
368,17.6168,41.6125
369,17.6168,41.5789
370,17.6168,41.5789
374,17.5874,41.6125
376,17.5678,41.5116
377,17.5678,41.6461
379,17.558,41.6461
380,17.558,41.6125
381,17.558,41.6797
382,17.5678,41.7133
383,17.558,41.7805
384,17.5482,41.6461
385,17.5482,41.7133
386,17.558,41.7133
388,17.558,41.7133
390,17.5482,41.6461
391,17.5384,41.6461
393,17.5384,41.6797
394,17.5384,41.6461
395,17.5384,41.6461
396,17.5286,41.6461
397,17.5286,41.6461
399,17.5188,41.6461
404,17.509,41.6125
405,17.4992,41.5789
406,17.4894,41.5453
407,17.4894,41.5789
408,17.4894,41.6125
409,17.4894,41.5789
410,17.4698,41.5789
412,17.4796,41.5789
413,17.4796,41.5789
415,17.4502,41.6125
417,17.46,41.5789
418,17.46,41.5789
419,17.4502,41.5789
420,17.4502,41.6461
421,17.4404,41.6461
422,17.4404,41.7133
425,17.4208,41.7133
427,17.4208,41.6797
428,17.411,41.6797
429,17.4012,41.7133
430,17.4208,41.7133
431,17.4208,41.6797
432,17.4208,41.6461
433,17.4208,41.6461
435,17.4012,41.6461
436,17.3914,41.6461
437,17.3914,41.6461
438,17.3816,41.6461
439,17.3816,41.6797
440,17.3816,41.6461
441,17.3914,41.6461
442,17.3816,41.6125
443,17.3718,41.6125
444,17.3718,41.6125
445,17.3718,41.6125
446,17.362,41.5789
447,17.362,41.5789
448,17.362,41.6461
449,17.3522,41.6461
450,17.3424,41.6125
451,17.3228,41.6461
455,17.3228,41.6797
456,17.3228,41.6461
457,17.3326,41.6125
458,17.3228,41.5789
460,17.3228,41.6797
461,17.3228,41.6125
462,17.3228,41.6461
463,17.313,41.7805
464,17.313,41.7469
465,17.2934,41.7133
466,17.2836,41.7469
467,17.3032,41.7805
468,17.2934,41.7805
469,17.2836,41.7805
471,17.2836,41.7133
472,17.2934,41.7469
473,17.2836,41.7469
474,17.2836,41.7133
475,17.2738,41.7469
476,17.264,41.7133
477,17.2738,41.7133
478,17.2738,41.7133
481,17.264,41.7133
483,17.264,41.6461
484,17.264,41.7133
485,17.264,41.6461
486,17.2542,41.6125
487,17.2444,41.6125
488,17.2444,41.6797
489,17.2346,41.6461
490,17.2248,41.6461
491,17.2248,41.6797
492,17.2248,41.6797
493,17.215,41.7133
495,17.2248,41.7133
496,17.2248,41.7133
497,17.2052,41.7133
498,17.215,41.7133
500,17.2248,41.7805
501,17.2248,41.7469
502,17.215,41.7133
503,17.2248,41.7805
504,17.2052,41.7133
506,17.2052,41.7133
507,17.2052,41.7469
508,17.2052,41.7805
509,17.1856,41.7805
510,17.1954,41.7805
511,17.2052,41.7133
513,17.2052,41.7133
514,17.2052,41.7133
516,17.2052,41.7133
517,17.1954,41.6797
518,17.1856,41.6461
519,17.1954,41.6797
520,17.1856,41.6797
521,17.166,41.7133
523,17.166,41.7133
524,17.1562,41.7133
525,17.166,41.7133
526,17.166,41.7133
528,17.166,41.6125
529,17.166,41.6461
530,17.1562,41.6461
531,17.1464,41.6797
534,17.1366,41.6461
535,17.1464,41.6461
536,17.1366,41.7133
537,17.1268,41.7133
538,17.1268,41.6797
540,17.1268,41.7469
542,17.1464,41.7805
543,17.1464,41.7469
544,17.1464,41.7805
545,17.1464,41.7469
546,17.1366,41.7805
548,17.1366,41.7805
549,17.1366,41.7805
550,17.117,41.7805
551,17.1268,41.7805
552,17.117,41.7805
553,17.1268,41.7805
554,17.1268,41.814
555,17.1366,41.7469
556,17.1366,41.7133
558,17.1268,41.6797
559,17.1366,41.6461
560,17.1268,41.7133
563,17.1072,41.7133
564,17.0876,41.7133
566,17.0876,41.7133
567,17.0876,41.6797
568,17.0876,41.6797
570,17.068,41.7133
572,17.0778,41.6797
573,17.0582,41.7133
574,17.0484,41.7469
575,17.068,41.7805
576,17.0484,41.7133
577,17.0484,41.7469
578,17.0386,41.7469
579,17.0288,41.7805
580,17.0288,41.814
582,17.019,41.8476
583,17.0092,41.8476
584,17.019,41.8476
585,17.0288,41.9147
587,17.0582,41.8476
589,17.0484,41.8476
590,17.0484,41.8476
591,17.0484,41.814
592,17.0288,41.814
593,17.0386,41.8476
594,17.0386,41.7805
595,17.0288,41.8476
596,17.0288,41.8476
598,17.0092,41.814
599,17.019,41.814
600,17.019,41.8476
601,17.0288,41.8476
602,17.0092,41.814
603,17.0092,41.7805
604,17.0092,41.814
605,16.9896,41.8476
606,16.9896,41.814
608,16.9798,41.8476
609,16.97,41.8476
610,16.9798,41.8476
611,16.97,41.814
613,16.97,41.8476
614,16.97,41.814
616,16.97,41.814
618,16.9798,41.814
619,16.9798,41.7805
621,16.9602,41.9147
622,16.9504,41.9147
623,16.97,41.9147
624,16.9798,41.9147
625,16.9798,41.9147
626,16.9798,41.9147
627,16.9798,41.9147
628,16.9798,41.8476
629,16.9896,41.8476
631,16.9896,41.8476
632,16.9994,41.814
633,16.9994,41.7805
634,16.9896,41.814
635,16.9896,41.7805
636,16.9798,41.7805
640,16.97,41.8476
641,16.97,41.8476
642,16.97,41.814
643,16.97,41.7805
644,16.9504,41.7805
645,16.9504,41.7805
646,16.9406,41.7805
647,16.9308,41.814
648,16.921,41.8476
649,16.9112,41.8812
651,16.8916,41.9147
652,16.9014,41.8476
653,16.9112,41.8812
654,16.8916,41.8812
655,16.9112,41.8812
656,16.8916,41.8812
657,16.8916,41.8476
658,16.8916,41.8476
659,16.8916,41.9147
661,16.872,42.0154
662,16.872,42.0489
663,16.8622,42.0489
664,16.8818,42.0489
665,16.8622,42.0489
667,16.8916,42.0489
669,16.8916,42.0154
670,16.9014,41.9483
672,16.9112,41.9147
673,16.9112,41.9147
674,16.9112,41.8812
675,16.9014,41.9147
676,16.8916,41.9147
677,16.8916,41.9147
679,16.8916,41.9483
681,16.8916,41.8812
682,16.8916,41.8476
683,16.9014,41.8812
685,16.8916,41.8476
687,16.9014,41.9147
689,16.872,41.8476
690,16.8622,41.8476
691,16.8622,41.9147
693,16.872,41.9147
694,16.8622,41.9147
695,16.8622,41.9147
696,16.8524,41.9147
697,16.872,41.8812
699,16.872,41.9147
700,16.8818,41.9147
701,16.872,41.9818
702,16.872,41.9483
703,16.872,41.9818
704,16.8622,41.9818
705,16.872,41.9818
707,16.8818,41.9147
708,16.8916,41.9483
709,16.872,41.9818
711,16.872,41.9147
